priority,rule_id,domain,category,executable,immutable,severity,status,trigger_en,trigger_expr,action_en,agronomic_basis,yield_impact,confidence,source_tier,recoverability,source_class,references,review_outcome,reviewer,review_date,review_comment_mr
P2,D14-SR-003,D14,SR,yes,no,info,AUTHOR_DRAFT,SAR coherence between the last two same-orbit acquisitions has dropped below 0.4 AND stage is G4 or later AND rainfall in the last 48 hours is under 20 mm,"sar_coherence < 0.4 AND STAGE IN [G4, G5] AND rainfall_last_48h_mm < 20 AND sar_gap_days <= 12","Log a probable-harvest event on the plot. Prompt the farmer (LOW priority, EVENT delivery) to confirm the harvest date and record yield if actually harvested. If not harvesting, ask what mechanical activity happened â€” the operations team may want to know.",Coherence between two same-orbit acquisitions falls when the scattering surface changes. Harvest of a ginger plot is one such change; so is deep tillage or heavy foot traffic.,Compliance and yield-tracking data collection. No direct treatment.,0.68,B,none,DERIVED,Bamler & Hartl 1998 InSAR coherence | RAW MASTER Â§6.5,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Coherence change can indicate surface disturbance, but it is not specific to harvest. The 0.4 threshold and G4/G5 condition require calibration; keep as a low-priority confirmation prompt."
P2,D14-SR-004,D14,SR,yes,no,info,AUTHOR_DRAFT,SAR VV delta exceeds Â±2 dB between two consecutive same-orbit acquisitions AND rainfall in the same window is at least 10 mm,(sar_vv_delta_db > 2.0 OR sar_vv_delta_db < -2.0) AND rainfall_last_48h_mm >= 10 AND sar_gap_days <= 12,"Tag rainfall_last_48h_mm with confidence flag 'confirmed_by_sar'. No message. This upgrades D07's forecast bias record with an in-situ confirmation, useful for BC series over time.",The cluster weather station covers ~1-2 km reliably; convective monsoon cells can land on one plot and miss the station.,Bias-correction data quality; indirect.,0.75,B,none,DERIVED,RAW MASTER Â§6.3 | Domain 7 BC series,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"SAR change can corroborate localized rainfall, but ±2 dB is an operational threshold requiring local station comparison. It should augment D07, not be treated as ground truth."
P2,D14-SR-005,D14,SR,yes,no,info,AUTHOR_DRAFT,Optical gap has exceeded 14 days AND a Sentinel-1 acquisition is fresh (sar_gap_days at most 6),optical_gap_days > 14 AND sar_gap_days <= 6,"Set operating mode to SAR_ONLY for this plot. Suppress NV-003/004/005, NR-002/003, NM-002/003 for the duration. Continue SR-001 through SR-004. Reset when optical_gap_days drops below 10.",Kannad Jul-Aug delivers exactly this pattern for weeks at a time; ignoring it produces stale-optical false alarms.,Prevents false-alarm-driven interventions.,0.85,A,none,DERIVED,"RAW MASTER Â§3.2, Â§12.4",CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"SAR-only fallback is architecturally sensible when optical data are stale, but the 14/6/10-day thresholds need validation and SR rules must be clearly marked as the only active satellite family."
P3,D01-VR-003,D01,VR,no,no,red,PHASE_1_RAW_UNVALIDATED,Farmer intends to retain own seed AND field_history_rot or field_history_wilt is true,,"Advise strongly against retaining seed from this plot, regardless of the cost comparison. Ralstonia survives in soil for many years and travels with planting material.",Bacterial wilt bacterium is notorious for persisting in soil for many years and has a wide host range. Seed rhizome is the primary introduction vector for both wilt and soft rot.,Prevents u = 0.30 to 0.70 in the following season.,0.92,A,none,SRC-D,"Springer - Journal of Plant Pathology 2020, bacterial wilt review | Core C13.5",CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,Do not retain seed from fields with rot/wilt history is a strong disease-management principle. The exact pathogen persistence statement should be source-specific; retain the block with a validated disease basis.
P3,D02-LY-001,D02,LY,no,no,red,PHASE_1_RAW_UNVALIDATED,soil_type is vertisol AND has_drip is true AND planting_layout is not broad_ridge,,"Require broad ridge layout. The official recommendation names this method specifically for black soils and for fields using drip or sprinkler, and records 15 to 20 percent higher yield than the alternatives.",Both qualifying conditions are met at Kannad â€” the soil is black and drip is a precondition for the crop here. The method raises the root zone above standing water and suits single-line drip.,"u = 0.167 for not using it, derived from the recorded 20 percent gain.",0.9,A,none,SRC-Q,Agrowon - Dr. Jitendra Kadam,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-OM-002,D02,OM,no,no,red,PHASE_1_RAW_UNVALIDATED,FYM application scheduled AND fym_fully_decomposed is false or unknown,,"Verify decomposition before applying. Criteria: dark brown to black, no smell, original material no longer recognisable. If half-decomposed, either let it decompose further or mix Metarhizium with it.",White grub larvae feed first on organic matter in half-decomposed FYM and then move to roots. Decomposition heat also kills weed seed. So one condition addresses a pest problem and a weed problem simultaneously.,u = 0.10 estimated for white grub damage traceable to undecomposed FYM.,0.85,A,none,SRC-D,"Agrowon - Mali & Mahajan, white grub",CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D02-SL-001,D02,SL,no,no,red,PHASE_1_RAW_UNVALIDATED,"Soil is acidic, saline or sodic (chopan)",,Advise against ginger on this plot. These soil classes are explicitly excluded by the official recommendation.,Official Maharashtra recommendation names these three soil classes as unsuitable. Ginger has no salinity tolerance and a shallow root system that cannot escape a bad surface layer.,Not quantified in source. Treated as a plot-selection exclusion rather than a yield factor.,0.9,A,none,SRC-D,"Agrowon - Dr. Jitendra Kadam, Kasbe Digraj",CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-SL-003,D02,SL,no,no,red,PHASE_1_RAW_UNVALIDATED,"previous_crops_3yr contains ginger, turmeric, potato, tomato, brinjal or chilli",,Warn that rotation requirement is not met. Ginger and turmeric share soil-borne pathogens; the solanaceous crops are hosts for bacterial wilt. Recommend a different plot if one is available.,"Continuous cropping raises infection risk from both Pythium and Ralstonia. Minimum recommended gap is three years, and the wilt bacterium can persist longer than that.",u = 0.15 estimated for rotation failure alone; substantially higher if a wilt outbreak follows.,0.85,A,none,SRC-D,Microbiology Spectrum / NCBI PMC9603371 | Agrowon - Dr. Kadam,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D04-BI-002,D04,BI,no,no,red,PHASE_1_RAW_UNVALIDATED,Biological treatment proposed AND chemical treatment same day or seed not dried,,"Enforce the sequence: chemical treatment, then shade dry 3 to 6 hours, then biological treatment, then plant. Never simultaneously.",Fungicide kills Trichoderma and other biological cultures. Applying them together makes the biological step useless and wastes the input.,Protects the value of both the seed treatment and the Trichoderma application.,0.88,A,none,SRC-Q,Agrowon - Dr. Kadam sequence | Domain 2 Trichoderma rule,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D05-RF-003,D05,RF,no,no,red,PHASE_1_RAW_UNVALIDATED,soft_rhizome_found is true,,Act immediately. No threshold applies to this pest because symptoms appear only after the rhizome is already damaged. Escalate to the Domain 6 rot protocol simultaneously.,"Once larvae have tunnelled, fungi and nematodes follow, the rhizome softens and exudes water, leaves yellow and the plant dries. In severe infestation the rhizome is consumed entirely.",Entry point into the largest loss factor in the crop.,0.85,A,none,SRC-D,Agrowon - Mali & Mahajan symptom sequence,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D05-WG-001,D05,WG,no,no,red,PHASE_1_RAW_UNVALIDATED,FYM application scheduled AND fym_fully_decomposed is false or unknown,,"Verify decomposition before applying. Half decomposed FYM is white grub larval food. If decomposition is incomplete, either wait or mix Metarhizium anisopliae 2 kg per acre into it.","Source states that white grub larvae initially feed on organic matter, specifically farmyard manure, and later gnaw roots. It gives the explicit instruction not to use half decomposed FYM.",u = 0.10.,0.85,A,none,SRC-Q,Agrowon - Mali & Mahajan,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D06-BW-001,D06,BW,no,no,red,PHASE_1_RAW_UNVALIDATED,field_history_wilt is true for this plot and the persistence window has not elapsed,,"Warn clearly before replanting ginger or turmeric here. The bacterium persists in soil for many years. Recommend a different plot if one is available, and treat the standard three-year rotation as insufficient where wilt has actually been recorded.","Ralstonia is described as notorious for persisting in soil for many years and has a wide host range. Management strategies have met with limited success and it remains an enigma, so there is no reliable curative response once the crop is planted into infested soil.",Prevents exposure to a 0.30 to 0.70 loss with no available treatment.,0.9,A,none,SRC-D,Springer Journal of Plant Pathology 2020 soil persistence,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D06-ST-002,D06,ST,no,no,red,PHASE_1_RAW_UNVALIDATED,"Biological seed treatment proposed on the same day as chemical treatment, or without drying in between",,"Enforce the sequence: chemical treatment, shade dry three to six hours, then biological treatment, then plant. Never simultaneously.","Fungicide kills Trichoderma and the other biological cultures. Applying them together makes the biological step useless and wastes the input, while appearing to have been done.",Protects the value of both the seed treatment and the Trichoderma application.,0.88,A,none,SRC-Q,Agrowon - Dr. Jitendra Kadam seed treatment sequence,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D09-HV-002,D09,HV,no,no,red,PHASE_1_RAW_UNVALIDATED,Harvest in progress,,"Instruct that rhizomes must not be injured while lifting. Affected rhizomes soften and disintegrate during handling and storage, so a small wound now becomes a large loss in store.","Rot-affected rhizomes disintegrate during handling and storage. Mechanical injury at harvest creates exactly the wound that allows that, and by this point the whole season's cost is already spent.",Prevents post-harvest loss on a fully committed investment.,0.85,C,none,SRC-Q,AgroWorld injury warning | Domain 6 storage rot,COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,Preventing mechanical injury during lifting is strongly aligned with post-harvest disease and storage-risk logic.
P3,D11-DC-001,D11,DC,no,no,red,PHASE_1_RAW_UNVALIDATED,Two or more rules from different domains reference the same underlying factor,,Apply the u-value ONCE. Rules are written per domain but the yield computation is global. Twelve shared factors are named explicitly in the schema; check membership before applying any u-value.,"Cross-file audits found twelve factors appearing in more than one domain. Post-monsoon cyclonic saturation appears in three, the mulch programme in three, late planting in three, and the pre-harvest interval block in three. Each was written separately because each domain needed it, but the loss occurs once.","Prevents systematic overstatement of avoidable loss, which would make every prediction pessimistic and every economic case overstated.",0.88,A,full,DERIVED,Domain 11 double counting policy | cross-file audit findings,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D11-DC-002,D11,DC,no,no,red,PHASE_1_RAW_UNVALIDATED,Factors that share a causal chain are being multiplied together,,"Group them and apply the terminal u-value once. Do not multiply each link. Pest wound leading to rot, or FYM leading to weeds leading to weeding injury leading to rot, is one loss with several steps.","The sub-additive formula assumes independence and in ginger the factors are not independent. Every major pest is a gateway to rot, and mechanical injury reaches the same endpoint without any pest. Multiplying each link counts the same rhizome loss several times.","Prevents the largest source of overstatement, because the rot pathway is both the biggest u-value and the most connected.",0.85,A,full,DERIVED,Domain 5 pest to rot chain | Domain 11 interdependence caveat,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D12-VOC-001,D12,VOC,no,no,red,PHASE_1_RAW_UNVALIDATED,A language model or ASR system is being used with ginger terminology,,"Supply the controlled vocabulary first. Ginger's Marathi technical terms are absent from general corpora, which are built from news and general text. A model that does not know utalni cannot record the operation.","Sangraha holds 251 billion tokens across 22 languages including Marathi, but from general sources. Utalni, hurde band, vafsa, ambavani and mokya are either absent or present in a different sense. The utalni case is concrete: unrecognised means unrecorded, unanswerable, and possibly misinterpreted â€” on a factor worth about Rs 56,500 per acre.",Protects the recording of operations carrying u-values of 0.125 and above.,0.82,A,full,SRC-D,AI4Bharat Sangraha | Domain 12 vocabulary gap,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D13-SRC-002,D13,SRC,no,no,red,PHASE_1_RAW_UNVALIDATED,A variety yield figure is quoted in tonnes per acre from a non-institutional source,,Check the unit. The same source reports Varada at 15 to 18 tonnes per ACRE where institutional sources give 22.3 tonnes per HECTARE â€” a 2.47 times error that would be roughly double any recorded figure. Use institutional values.,"Varada at 15 to 18 t/acre converts to 37 to 44 t/ha, roughly double the institutional record. Durations also disagree â€” 240 to 270 days in the blog against 200 to 210 institutionally. This is the same error made in Domain 1 version 2.0 and corrected in 2.1, found independently in a second source.","Prevents a doubled yield expectation, which would propagate into fertiliser doses, water planning and the whole economic model.",0.88,A,full,SRC-Q,Agrowon institutional variety figures | Shetkari Marg variety table | Domain 1 version 2.1 correction,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D01-PH-004,D01,PH,no,no,yellow,PHASE_1_RAW_UNVALIDATED,flowering_observed is true (à¤¹à¥à¤°à¤¡à¥‡ à¤¬à¤¾à¤‚à¤¡),,"Re-anchor stage. Then CHECK earthing_up_date. If earthing-up has not been recorded, the window has closed â€” record a 12.5 percent yield penalty for Domain 11 gap attribution and inform the farmer plainly.","Source states that after the flowering spike opens, leaf growth stops and rhizome growth begins. Earthing-up must precede this because it triggers new fibrous root formation, which needs time before bulking starts.","u = 0.125. Skipping earthing-up costs 10-15 percent yield, roughly Rs 56,500 per acre at 113 q ceiling and Rs 4000/quintal.",0.9,A,none,SRC-Q,Agrowon - Dr. Kadam | AgroWorld,NON_COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,"Flowering can be a stage marker, but the fixed 12.5% yield penalty is unsupported as a universal value. Re-anchor stage and evaluate earthing-up status, but remove the fixed penalty unless locally validated."
P3,D01-PH-005,D01,PH,no,no,yellow,PHASE_1_RAW_UNVALIDATED,dap equals 35,,Request establishment count per running metre and record establishment_pct. This number sets the ceiling for the whole season.,"Ginger has no ratoon and gap filling produces plants that never catch up. Establishment is therefore a hard ceiling, not a starting point.",Directly proportional. A 70 percent establishment caps the season at 70 percent of potential regardless of later management.,0.88,A,none,SRC-Q,Springer seed treatment study germination figures | Domain 1 sprouting stage,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"An establishment count around 35 DAP can be useful, but the rule must define sampling method, sample size and acceptable stand range from a validated planting-density standard."
P3,D01-PH-007,D01,PH,no,no,yellow,PHASE_1_RAW_UNVALIDATED,dap equals 180,,"Request destructive sample and weight, compared against the 120 DAP sample. Also trigger D01-VR-002 seed selection reminder. Set yield_prediction_interval_pct to 8 if done, 12 if skipped.","Bulking rate between 120 and 180 DAP is the best available predictor of final yield, and there is no non-destructive substitute.","Improves prediction accuracy by roughly one third. Does not change yield itself, but changes every decision that depends on the forecast.",0.8,B,partial,SRC-D,Domain 1 stage markers | Core C9.2,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"A 180-DAP destructive sample is useful for calibration, but the automatic 8%/12% yield-prediction interval is not justified by the cited agronomy. Replace with a statistically calibrated model uncertainty."
P3,D02-BF-001,D02,BF,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Land preparation reaching final stage,,Apply the full phosphorus and basal potassium dose now â€” 30 kg P and 30 kg K per acre. Nitrogen is NOT basal.,Phosphorus is immobile and must be placed in the root zone before planting. All state recommendations agree on full basal P. Basal potassium is the first of three potassium applications; the remaining two follow in Domain 4.,Part of the overall nutrition schedule; not separately quantified here.,0.9,A,none,SRC-Q,"Agrowon - Dr. Kadam, 75:75 kg/ha P and K basal",CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-BF-002,D02,BF,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Basal phosphorus scheduled AND soil_free_lime_pct is elevated,,"Band the phosphorus rather than broadcasting it, and place it with organic matter. Do NOT increase the dose to compensate for fixation â€” the extra also gets fixed.",In calcareous soil applied phosphorus binds with calcium into unavailable calcium phosphate. Banding reduces soil contact and therefore fixation; organic acids from decomposing matter keep more of it available; phosphate-solubilising bacteria release some of the fixed pool.,Prevents wasted input rather than adding yield. Also explains why the Mahima-specific trial recommends lower phosphorus and higher potassium than the general schedule.,0.8,B,none,DERIVED,"Domain 2 fixation mechanism | Int. J. Adv. Biochem. Res. 2025, IISR Mahima NPK trial",CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-CA-001,D02,CA,no,no,yellow,PHASE_1_RAW_UNVALIDATED,soil_free_lime_pct is elevated OR soil_ph greater than 7.5,,"Warn of expected persistent yellowing and yield decline. Schedule two foliar micronutrient sprays (45-60 and 75-90 DAP) as a SCHEDULED operation, not an optional suggestion. Increase FYM toward the upper end of the range.","High pH and free lime fix iron and zinc into unavailable forms. The nutrients are present in the soil but not available to the crop, so a soil test can read adequate while the plant is deficient. The same effect is documented for turmeric, which is in the same family.",Source states yield declines but does not quantify. Related Domain 4 figure for missing the foliar spray is u = 0.11.,0.85,A,partial,SRC-D,Agrowon - Dr. Kadam | Krishi Jagran - turmeric calcareous soil,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D02-DR-004,D02,DR,no,no,yellow,PHASE_1_RAW_UNVALIDATED,percolation_class is poor AND planting_layout is broad_ridge,,Increase bed height to the upper end of the range (30 cm) and widen furrows beyond 60 cm. Confirm the main drain has adequate fall to an outlet.,"Bed height is the primary control on root-zone saturation. Where infiltration is slow, the standard height is not sufficient and the error is one-sided â€” excess height costs slightly more irrigation, insufficient height costs the crop.",Modifies the drainage u-value of 0.15 to 0.30 downward.,0.75,B,none,EST,Agrowon - Bitle & Deshmukh 30 cm bed | Domain 2 percolation classes,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-LY-002,D02,LY,no,no,yellow,PHASE_1_RAW_UNVALIDATED,planting_layout is broad_ridge AND bed geometry not yet set,,"Set geometry: 120 cm cycle, 60 cm ridge width, 60 cm furrow width, height 25 to 30 cm, planting 22.5 x 22.5 cm, depth 4 to 5 cm, one drip line per bed with 2 lph drippers. Lay beds along the slope so water runs off.","Official height is 20 to 25 cm; a second Maharashtra source using drip specifies 30 cm. Both point the same way, and the error is one-sided â€” excess height costs a little more water, insufficient height costs the crop.",Realises the 0.167 u-value captured by D02-LY-001.,0.88,A,none,SRC-Q,"Agrowon - Dr. Kadam | Agrowon - Bitle & Deshmukh, Netafim",CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-OM-001,D02,OM,no,no,yellow,PHASE_1_RAW_UNVALIDATED,FYM application scheduled,,"Apply 14 to 16 tonnes per acre of fully decomposed FYM before the final kulav pass. Do not reduce this figure for Kannad â€” here FYM is a soil amendment, not merely a nutrient source.","In this belt FYM does three jobs at once: it improves friability of heavy clay so drainage improves, it helps keep zinc and iron available against lime lock-up, and it raises organic carbon from a low base of 0.3 to 0.5 percent toward the 1 percent target.","Not separately quantified. Acts indirectly through drainage, micronutrient availability and soil structure.",0.85,A,none,SRC-Q,Agrowon - Dr. Kadam (35-40 t/ha) | Domain 4 organic carbon target,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-OM-003,D02,OM,no,no,yellow,PHASE_1_RAW_UNVALIDATED,FYM application scheduled,,Mix Trichoderma at 2 kg per acre into the FYM at the time of application. Do not broadcast it separately onto bare soil.,Trichoderma is a living organism and needs an organic substrate to colonise. Applied to bare soil it does not establish; applied through FYM it survives and works through the season.,"u = 0.08 estimated for omitting it, acting through soft rot and nematode suppression.",0.8,A,partial,SRC-Q,Agrowon - Mali & Mahajan | CJAST 2020 soft rot review,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-SL-002,D02,SL,no,no,yellow,PHASE_1_RAW_UNVALIDATED,soil_depth_cm less than 30,,Warn that minimum soil depth is not met. Ginger rhizome grows horizontally and needs a loose working layer; a shallow soil caps rhizome size regardless of other inputs.,"Official minimum is 30 cm. Because the rhizome expands laterally in the top layer, depth below 30 cm cannot be substituted by fertiliser or irrigation.",Not quantified. Acts as a physical ceiling on rhizome size.,0.88,A,none,SRC-Q,Agrowon - Dr. Kadam,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-ST-001,D02,ST,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Pre-season planning initiated AND soil_test_available is false,,"Request a soil test at least four months before planting. Specify that free lime, zinc and iron must be requested separately â€” they are normally absent from a standard report and they are the three parameters that matter most in this belt.","The routine soil health card panel covers pH, EC, organic carbon and NPK. Free lime, zinc and iron determine whether the calcareous yellowing problem will occur, and they are the basis for the Domain 4 micronutrient schedule.",Enables correct dosing across Domain 4. Without it the engine falls back to generic doses at medium confidence.,0.85,A,full,DERIVED,Domain 2 soil test panel | Vikaspedia micronutrient guidance,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D02-ST-002,D02,ST,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Pre-season planning AND percolation_time_hours is unknown,,"Request the field percolation pit test. 30 cm deep and wide, fill and drain fully, refill and time the second drain. Record percolation_class.","For ginger the governing soil risk is physical drainage, not chemical fertility. No laboratory report measures infiltration rate on the actual plot.","Determines bed height and channel design, and in the worst case the go or no-go decision.",0.8,B,full,EST,Domain 2 percolation method | standard field infiltration practice,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D02-TL-001,D02,TL,no,no,yellow,PHASE_1_RAW_UNVALIDATED,"Land preparation phase, deep_ploughing_done is false",,"Require deep ploughing to about one foot, both lengthwise and crosswise, followed by kulav passes until the tilth is friable and clod-free.",The crop stays in the soil for eight months and the rhizome expands horizontally. It needs a loose lateral working layer; compacted soil produces small and misshapen rhizomes.,Not separately quantified. Acts through rhizome size rather than plant count.,0.88,A,none,SRC-Q,Agrowon - Dr. Kadam | CropLibrary,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-TL-002,D02,TL,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Month is March AND deep_ploughing_done is false,,Start deep ploughing now. In black soil the workable window is narrow and closes once the pre-monsoon showers begin. Starting in May is already too late.,Vertisol is unworkable when wet (clods and structural damage) and resists implements when bone dry. The usable window is short and falls in March for this belt.,Missing the window compresses all subsequent operations and risks planting after the 7 June deadline.,0.8,A,partial,DERIVED,Agrowon - Dr. Kadam | Domain 2 vertisol behaviour,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D02-WD-001,D02,WD,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Land preparation phase,,"Physically remove perennial weed tubers and rhizomes â€” nutsedge, bermuda grass and similar â€” along with stones. Do not rely on later weeding to control them.","Ginger emerges slowly and cannot outcompete established perennial weeds. More importantly, heavy later weeding injures the rhizome, and Pythium and Fusarium enter through those wounds.",Acts through the disease pathway rather than through competition alone.,0.85,A,none,SRC-D,Agrowon - Dr. Kadam | Agrowon - Mali & Mahajan on wound entry,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D03-MU-002,D03,MU,no,no,yellow,PHASE_1_RAW_UNVALIDATED,dap in the 40-60 or 90-120 band AND the corresponding mulch stage not done,,Apply the next mulch stage. Bundle stage two with earthing up so both are done in one field visit.,Sources differ on quantity but agree the programme is three applications rather than one. Cumulative cover is what maintains the effect through the season.,Contributes to the documented reduction in soft rot incidence from 20-30 percent to below 5 percent.,0.75,B,partial,SRC-D,Organic Mandya | Spices Board / TNAU,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
